date,line_id,product_id,planned_units,produced_units,scrap_units,downtime_minutes
2025-03-04,L3,P009,314,308,6,0
2025-03-04,L3,P010,339,332,4,22
2025-03-04,L3,P011,353,348,2,26
2025-03-04,L3,P012,356,346,7,23
2025-03-04,L3,P013,175,172,2,12
2025-03-04,L3,P014,178,173,4,22
2025-03-04,L4,P015,643,630,7,17
2025-03-04,L4,P016,521,515,6,0
2025-03-04,L4,P017,610,594,12,13
2025-03-04,L4,P018,286,286,0,0
2025-03-04,L4,P019,357,348,8,8
2025-03-04,L4,P020,253,244,5,32
2025-03-04,L5,P021,37,36,1,0
2025-03-04,L5,P022,40,39,1,17
2025-03-04,L5,P023,80,78,1,18
2025-03-04,L5,P024,29,28,0,41
2025-03-04,L5,P025,24,24,0,0
2025-03-05,L1,P001,96,92,1,52
2025-03-05,L1,P002,93,91,1,28
2025-03-05,L1,P003,111,108,2,17
2025-03-05,L1,P004,129,126,2,9
2025-03-05,L2,P005,80,79,1,1
2025-03-05,L2,P006,78,76,1,15
2025-03-05,L2,P007,85,83,1,32
2025-03-05,L2,P008,77,73,2,52
2025-03-05,L3,P009,413,404,4,33
2025-03-05,L3,P010,377,369,8,0
2025-03-05,L3,P011,370,359,7,32
2025-03-05,L3,P012,375,363,10,14
2025-03-05,L3,P013,179,177,2,4
2025-03-05,L3,P014,180,177,3,0
2025-03-05,L4,P015,574,560,3,37
2025-03-05,L4,P016,626,603,14,28
2025-03-05,L4,P017,551,533,11,25
2025-03-05,L4,P018,312,299,6,46
2025-03-05,L4,P019,237,230,3,33
2025-03-05,L4,P020,263,256,6,8
2025-03-05,L5,P021,24,24,0,28
2025-03-05,L5,P022,59,58,1,5
2025-03-05,L5,P023,88,86,1,24
2025-03-05,L5,P024,11,11,0,26
2025-03-05,L5,P025,13,13,0,22
2025-03-06,L1,P001,121,118,3,0
2025-03-06,L1,P002,104,103,0,25
2025-03-06,L1,P003,128,127,1,7
2025-03-06,L1,P004,143,139,2,21
2025-03-06,L2,P005,102,99,1,40
2025-03-06,L2,P006,86,84,1,12
2025-03-06,L2,P007,111,109,1,13
2025-03-06,L2,P008,87,84,1,46
2025-03-06,L3,P009,507,497,6,25
2025-03-06,L3,P010,484,469,11,23
2025-03-06,L3,P011,492,475,15,11
2025-03-06,L3,P012,486,479,3,23
2025-03-06,L3,P013,226,222,2,23
2025-03-06,L3,P014,180,176,3,17
2025-03-06,L4,P015,660,645,8,20
2025-03-06,L4,P016,719,706,4,25
2025-03-06,L4,P017,641,612,9,59
2025-03-06,L4,P018,311,302,8,6
2025-03-06,L4,P019,326,323,3,0
2025-03-06,L4,P020,271,270,1,0
2025-03-06,L5,P021,52,51,1,10
2025-03-06,L5,P022,76,73,1,55
2025-03-06,L5,P023,95,94,1,0
2025-03-06,L5,P024,26,26,0,19
2025-03-06,L5,P025,26,25,1,8
2025-03-07,L1,P001,136,133,2,8
2025-03-07,L1,P002,140,136,2,25
2025-03-07,L1,P003,148,146,1,19
2025-03-07,L1,P004,168,163,2,35
2025-03-07,L2,P005,97,95,2,0
2025-03-07,L2,P006,139,136,1,32
2025-03-07,L2,P007,85,82,2,15
2025-03-07,L2,P008,102,101,1,0
2025-03-07,L3,P009,628,607,14,30
2025-03-07,L3,P010,605,598,7,0
2025-03-07,L3,P011,643,631,9,15
2025-03-07,L3,P012,708,695,9,15
2025-03-07,L3,P013,194,190,3,18
2025-03-07,L3,P014,205,199,4,30
2025-03-07,L4,P015,786,771,9,14
2025-03-07,L4,P016,799,788,11,0
2025-03-07,L4,P017,814,800,2,29
2025-03-07,L4,P018,408,398,4,27
2025-03-07,L4,P019,343,339,3,5
2025-03-07,L4,P020,403,393,6,19
2025-03-07,L5,P021,34,33,1,28
2025-03-07,L5,P022,114,110,2,30
2025-03-07,L5,P023,118,115,2,11
2025-03-07,L5,P024,44,44,0,18
2025-03-07,L5,P025,50,49,1,11
2025-03-08,L1,P001,125,124,1,6
2025-03-08,L1,P002,94,91,2,16
2025-03-08,L1,P003,108,105,1,40
2025-03-08,L1,P004,83,82,1,0
2025-03-08,L2,P005,56,54,1,27
2025-03-08,L2,P006,69,67,1,25
2025-03-08,L2,P007,49,47,1,28
2025-03-08,L2,P008,56,55,1,3
2025-03-08,L3,P009,773,767,3,12
2025-03-08,L3,P010,536,519,15,12
2025-03-08,L3,P011,505,496,6,19
2025-03-08,L3,P012,518,506,8,23
2025-03-08,L3,P013,172,169,3,0
2025-03-08,L3,P014,151,148,3,4
2025-03-08,L4,P015,808,777,10,51
2025-03-08,L4,P016,529,524,5,0
2025-03-08,L4,P017,636,619,8,27
2025-03-08,L4,P018,269,262,3,27
2025-03-08,L4,P019,257,248,3,47
2025-03-08,L4,P020,272,268,1,18
2025-03-08,L5,P021,27,27,0,19
2025-03-08,L5,P022,88,87,1,0
2025-03-08,L5,P023,84,81,2,19
2025-03-08,L5,P024,28,28,0,17
2025-03-08,L5,P025,30,29,1,25
2025-03-09,L1,P001,108,106,2,0
2025-03-09,L1,P002,99,95,2,34
2025-03-09,L1,P003,120,117,2,19
2025-03-09,L1,P004,94,93,1,7
2025-03-09,L2,P005,85,84,0,32
2025-03-09,L2,P006,78,77,1,2
2025-03-09,L2,P007,56,55,1,11
2025-03-09,L2,P008,100,97,2,15
2025-03-09,L3,P009,638,631,5,8
2025-03-09,L3,P010,662,643,19,2
2025-03-09,L3,P011,602,581,18,14
2025-03-09,L3,P012,583,571,8,18
2025-03-09,L3,P013,157,154,1,28
2025-03-09,L3,P014,174,170,3,10
2025-03-09,L4,P015,629,615,11,8
2025-03-09,L4,P016,537,522,9,23
2025-03-09,L4,P017,593,575,14,14
2025-03-09,L4,P018,315,309,5,8
2025-03-09,L4,P019,298,291,3,24
2025-03-09,L4,P020,274,270,2,17
2025-03-09,L5,P021,28,28,0,12
2025-03-09,L5,P022,93,92,1,8
2025-03-09,L5,P023,72,69,1,42
2025-03-09,L5,P024,27,26,1,20
2025-03-09,L5,P025,25,25,0,23
2025-03-10,L1,P001,129,125,2,29
2025-03-10,L1,P002,104,101,1,37
2025-03-10,L1,P003,128,123,3,24
2025-03-10,L1,P004,115,113,1,19
2025-03-10,L2,P005,64,62,1,29
2025-03-10,L2,P006,73,72,0,26
2025-03-10,L2,P007,52,50,1,24
2025-03-10,L2,P008,94,94,0,0
2025-03-10,L3,P009,689,683,5,6
2025-03-10,L3,P010,754,743,11,1
2025-03-10,L3,P011,688,678,8,9
2025-03-10,L3,P012,756,736,12,31
2025-03-10,L3,P013,151,148,2,18
2025-03-10,L3,P014,164,162,2,6
2025-03-10,L4,P015,600,588,5,22
2025-03-10,L4,P016,605,599,2,13
2025-03-10,L4,P017,550,537,6,23
2025-03-10,L4,P018,281,272,6,23
2025-03-10,L4,P019,250,242,5,25
2025-03-10,L4,P020,268,260,7,5
2025-03-10,L5,P021,13,13,0,9
2025-03-10,L5,P022,93,90,2,26
2025-03-10,L5,P023,91,89,2,9
2025-03-10,L5,P024,33,32,1,25
2025-03-10,L5,P025,28,28,0,0
2025-03-11,L1,P001,111,107,2,38
2025-03-11,L1,P002,108,104,2,29
2025-03-11,L1,P003,98,97,0,12
2025-03-11,L1,P004,120,119,1,0
2025-03-11,L2,P005,92,89,2,26
2025-03-11,L2,P006,90,89,1,6
2025-03-11,L2,P007,60,59,1,12
2025-03-11,L2,P008,77,74,2,17
2025-03-11,L3,P009,894,873,11,32
2025-03-11,L3,P010,814,786,13,53
2025-03-11,L3,P011,853,838,13,7
2025-03-11,L3,P012,810,793,12,18
2025-03-11,L3,P013,231,225,3,35
2025-03-11,L3,P014,189,187,1,9
2025-03-11,L4,P015,590,581,6,10
2025-03-11,L4,P016,596,572,11,41
2025-03-11,L4,P017,597,576,7,44
2025-03-11,L4,P018,320,310,2,49
2025-03-11,L4,P019,290,282,5,17
2025-03-11,L4,P020,255,253,2,0
2025-03-11,L5,P021,32,30,1,46
2025-03-11,L5,P022,154,149,4,8
2025-03-11,L5,P023,96,94,2,5
2025-03-11,L5,P024,30,30,0,17
2025-03-11,L5,P025,30,29,1,12
2025-03-12,L1,P001,110,106,1,61
2025-03-12,L1,P002,117,112,3,34
2025-03-12,L1,P003,106,103,1,33
2025-03-12,L1,P004,134,131,2,20
2025-03-12,L2,P005,88,84,2,54
2025-03-12,L2,P006,88,87,1,10
2025-03-12,L2,P007,59,57,2,0
2025-03-12,L2,P008,57,55,1,31
2025-03-12,L3,P009,857,835,21,4
2025-03-12,L3,P010,906,882,16,27
2025-03-12,L3,P011,949,920,15,44
2025-03-12,L3,P012,899,878,10,36
2025-03-12,L3,P013,149,147,1,18
2025-03-12,L3,P014,196,192,3,11
2025-03-12,L4,P015,545,524,12,30
2025-03-12,L4,P016,508,495,6,27
2025-03-12,L4,P017,551,539,9,12
2025-03-12,L4,P018,259,250,6,22
2025-03-12,L4,P019,343,334,9,0
2025-03-12,L4,P020,263,250,6,52
2025-03-12,L5,P021,28,28,0,10
2025-03-12,L5,P022,136,135,1,3
2025-03-12,L5,P023,79,76,2,19
2025-03-12,L5,P024,38,37,0,44
2025-03-12,L5,P025,29,29,0,0
2025-03-13,L1,P001,125,122,2,8
2025-03-13,L1,P002,106,103,2,23
2025-03-13,L1,P003,119,116,2,16
2025-03-13,L1,P004,117,115,2,0
2025-03-13,L2,P005,90,87,2,13
2025-03-13,L2,P006,115,111,2,38
2025-03-13,L2,P007,81,79,1,19
2025-03-13,L2,P008,108,106,1,9
2025-03-13,L3,P009,1104,1072,23,24
2025-03-13,L3,P010,1118,1097,21,0
2025-03-13,L3,P011,1077,1058,18,2
2025-03-13,L3,P012,1050,1020,12,48
2025-03-13,L3,P013,173,171,2,4
2025-03-13,L3,P014,182,178,3,23
2025-03-13,L4,P015,611,591,9,35
2025-03-13,L4,P016,646,623,14,28
2025-03-13,L4,P017,632,610,9,39
2025-03-13,L4,P018,313,305,8,2
2025-03-13,L4,P019,327,322,3,12
2025-03-13,L4,P020,324,319,1,23
2025-03-13,L5,P021,25,25,0,22
2025-03-13,L5,P022,152,146,2,45
2025-03-13,L5,P023,100,99,1,7
2025-03-13,L5,P024,27,27,0,0
2025-03-13,L5,P025,39,38,1,1
2025-03-14,L1,P001,148,144,2,21
2025-03-14,L1,P002,186,182,3,8
2025-03-14,L1,P003,138,135,2,7
2025-03-14,L1,P004,128,126,2,0
2025-03-14,L2,P005,104,101,2,24
2025-03-14,L2,P006,101,98,2,22
2025-03-14,L2,P007,114,109,2,56
2025-03-14,L2,P008,118,112,3,54
2025-03-14,L3,P009,1462,1418,26,35
2025-03-14,L3,P010,1516,1484,19,24
2025-03-14,L3,P011,2019,1987,14,25
2025-03-14,L3,P012,1911,1869,42,0
2025-03-14,L3,P013,197,190,4,37
2025-03-14,L3,P014,241,237,1,40
2025-03-14,L4,P015,758,738,15,12
2025-03-14,L4,P016,712,698,13,2
2025-03-14,L4,P017,769,735,14,51
2025-03-14,L4,P018,337,331,3,17
2025-03-14,L4,P019,328,317,2,52
2025-03-14,L4,P020,333,324,5,25
2025-03-14,L5,P021,37,36,1,8
2025-03-14,L5,P022,277,267,4,44
2025-03-14,L5,P023,102,101,1,6
2025-03-14,L5,P024,42,41,1,21
2025-03-14,L5,P025,50,50,0,6
2025-03-15,L1,P001,130,126,1,38
2025-03-15,L1,P002,102,98,3,16
2025-03-15,L1,P003,80,78,1,29
2025-03-15,L1,P004,129,123,3,46
2025-03-15,L2,P005,83,80,2,20
2025-03-15,L2,P006,100,98,1,19
2025-03-15,L2,P007,79,78,1,9
2025-03-15,L2,P008,73,71,1,27
2025-03-15,L3,P009,1123,1103,14,15
2025-03-15,L3,P010,1050,1030,7,36
2025-03-15,L3,P011,1049,1028,13,23
2025-03-15,L3,P012,1098,1063,22,33
2025-03-15,L3,P013,155,150,3,30
2025-03-15,L3,P014,166,163,2,14
2025-03-15,L4,P015,598,579,7,40
2025-03-15,L4,P016,544,531,11,7
2025-03-15,L4,P017,573,557,13,10
2025-03-15,L4,P018,274,265,6,23
2025-03-15,L4,P019,262,255,3,30
2025-03-15,L4,P020,291,282,4,30
2025-03-15,L5,P021,29,29,0,28
2025-03-15,L5,P022,205,198,4,25
2025-03-15,L5,P023,88,84,2,45
2025-03-15,L5,P024,28,27,0,40
2025-03-15,L5,P025,28,28,0,7
2025-03-16,L1,P001,75,73,1,15
2025-03-16,L1,P002,106,103,1,38
2025-03-16,L1,P003,110,107,2,18
2025-03-16,L1,P004,102,99,2,15
2025-03-16,L2,P005,79,77,2,0
2025-03-16,L2,P006,78,77,1,11
2025-03-16,L2,P007,67,64,1,44
2025-03-16,L2,P008,119,116,2,23
2025-03-16,L3,P009,1199,1174,25,0
2025-03-16,L3,P010,1212,1188,10,34
2025-03-16,L3,P011,1277,1253,16,17
2025-03-16,L3,P012,1609,1588,15,10
2025-03-16,L3,P013,183,178,3,31
2025-03-16,L3,P014,221,216,3,25
2025-03-16,L4,P015,636,624,5,20
2025-03-16,L4,P016,556,541,11,13
2025-03-16,L4,P017,610,585,10,46
2025-03-16,L4,P018,274,266,3,32
2025-03-16,L4,P019,232,227,3,14
2025-03-16,L4,P020,304,300,4,2
2025-03-16,L5,P021,23,23,0,11
2025-03-16,L5,P022,233,229,2,16
2025-03-16,L5,P023,83,81,1,23
2025-03-16,L5,P024,16,16,0,34
2025-03-16,L5,P025,31,30,0,34
2025-03-17,L1,P001,80,78,1,25
2025-03-17,L1,P002,137,134,2,16
2025-03-17,L1,P003,117,113,2,25
2025-03-17,L1,P004,110,109,0,14
2025-03-17,L2,P005,70,67,2,16
2025-03-17,L2,P006,78,77,1,7
2025-03-17,L2,P007,68,66,1,23
2025-03-17,L2,P008,69,67,1,16
2025-03-17,L3,P009,1183,1143,28,28
2025-03-17,L3,P010,1257,1226,18,30
2025-03-17,L3,P011,1302,1281,15,13
2025-03-17,L3,P012,1810,1779,31,0
2025-03-17,L3,P013,188,183,2,42
2025-03-17,L3,P014,165,161,3,11
2025-03-17,L4,P015,520,501,13,24
2025-03-17,L4,P016,577,563,7,24
2025-03-17,L4,P017,528,518,10,0
2025-03-17,L4,P018,286,279,4,18
2025-03-17,L4,P019,258,252,6,0
2025-03-17,L4,P020,289,283,4,12
2025-03-17,L5,P021,33,32,1,18
2025-03-17,L5,P022,216,208,5,24
2025-03-17,L5,P023,82,80,1,18
2025-03-17,L5,P024,16,16,0,6
2025-03-17,L5,P025,25,23,1,43
2025-03-18,L1,P001,101,97,2,32
2025-03-18,L1,P002,113,110,2,16
2025-03-18,L1,P003,108,104,2,43
2025-03-18,L1,P004,111,110,1,0
2025-03-18,L2,P005,57,55,1,19
2025-03-18,L2,P006,90,90,0,2
2025-03-18,L2,P007,100,97,2,20
2025-03-18,L2,P008,63,61,1,16
2025-03-18,L3,P009,1345,1308,25,26
2025-03-18,L3,P010,1337,1303,21,28
2025-03-18,L3,P011,1316,1312,0,8
2025-03-18,L3,P012,1339,1295,33,24
2025-03-18,L3,P013,277,269,4,37
2025-03-18,L3,P014,181,177,4,2
2025-03-18,L4,P015,622,609,5,26
2025-03-18,L4,P016,538,521,14,9
2025-03-18,L4,P017,553,536,10,25
2025-03-18,L4,P018,282,279,3,0
2025-03-18,L4,P019,250,244,3,20
2025-03-18,L4,P020,279,272,6,6
2025-03-18,L5,P021,29,29,0,0
2025-03-18,L5,P022,231,225,4,17
2025-03-18,L5,P023,53,52,1,6
2025-03-18,L5,P024,21,20,0,49
2025-03-18,L5,P025,37,36,1,10
2025-03-19,L1,P001,110,107,2,21
2025-03-19,L1,P002,119,116,2,10
2025-03-19,L1,P003,110,106,2,33
2025-03-19,L1,P004,127,126,1,7
2025-03-19,L2,P005,87,84,2,21
2025-03-19,L2,P006,55,55,0,1
2025-03-19,L2,P007,83,81,1,29
2025-03-19,L2,P008,77,75,1,29
2025-03-19,L3,P009,1315,1250,34,67
2025-03-19,L3,P010,1441,1399,29,25
2025-03-19,L3,P011,1395,1368,13,29
2025-03-19,L3,P012,1358,1339,2,36
2025-03-19,L3,P013,166,162,2,27
2025-03-19,L3,P014,210,207,1,31
2025-03-19,L4,P015,639,631,4,12
2025-03-19,L4,P016,623,608,10,15
2025-03-19,L4,P017,518,509,5,16
2025-03-19,L4,P018,281,272,5,26
2025-03-19,L4,P019,277,273,2,15
2025-03-19,L4,P020,290,283,5,14
2025-03-19,L5,P021,39,39,0,8
2025-03-19,L5,P022,234,229,3,17
2025-03-19,L5,P023,88,86,1,27
2025-03-19,L5,P024,38,37,1,1
2025-03-19,L5,P025,49,47,1,24
2025-03-20,L1,P001,137,133,3,12
2025-03-20,L1,P002,133,125,3,76
2025-03-20,L1,P003,133,128,2,47
2025-03-20,L1,P004,111,108,2,13
2025-03-20,L2,P005,92,89,1,36
2025-03-20,L2,P006,93,93,0,0
2025-03-20,L2,P007,88,86,1,30
2025-03-20,L2,P008,66,64,1,15
2025-03-20,L3,P009,1567,1542,23,4
2025-03-20,L3,P010,1519,1452,41,49
2025-03-20,L3,P011,1666,1634,18,24
2025-03-20,L3,P012,1643,1609,23,20
2025-03-20,L3,P013,215,209,3,35
2025-03-20,L3,P014,158,155,3,2
2025-03-20,L4,P015,709,690,7,33
2025-03-20,L4,P016,599,587,6,20
2025-03-20,L4,P017,701,671,14,45
2025-03-20,L4,P018,331,326,5,0
2025-03-20,L4,P019,311,303,4,22
2025-03-20,L4,P020,356,347,4,27
2025-03-20,L5,P021,37,36,1,6
2025-03-20,L5,P022,276,268,3,37
2025-03-20,L5,P023,104,98,3,63
2025-03-20,L5,P024,11,11,0,36
2025-03-20,L5,P025,29,28,1,20
2025-03-21,L1,P001,156,154,0,28
2025-03-21,L1,P002,157,155,2,0
2025-03-21,L1,P003,173,169,3,14
2025-03-21,L1,P004,223,222,1,0
2025-03-21,L2,P005,183,178,3,23
2025-03-21,L2,P006,131,129,2,0
2025-03-21,L2,P007,103,101,2,0
2025-03-21,L2,P008,85,84,1,11
2025-03-21,L3,P009,216,213,2,15
2025-03-21,L3,P010,240,235,2,40
2025-03-21,L3,P011,192,189,2,22
2025-03-21,L3,P012,221,218,2,19
2025-03-21,L3,P013,238,236,2,3
2025-03-21,L3,P014,352,344,5,27
2025-03-21,L4,P015,758,734,16,19
2025-03-21,L4,P016,815,792,13,23
2025-03-21,L4,P017,792,777,11,10
2025-03-21,L4,P018,391,382,4,26
2025-03-21,L4,P019,368,363,4,3
2025-03-21,L4,P020,345,332,8,30
2025-03-21,L5,P021,37,36,0,35
2025-03-21,L5,P022,28,28,0,17
2025-03-21,L5,P023,134,131,1,34
2025-03-21,L5,P024,22,21,1,19
2025-03-21,L5,P025,46,46,0,0
2025-03-22,L1,P001,99,96,2,11
2025-03-22,L1,P002,102,101,1,8
2025-03-22,L1,P003,98,94,3,11
2025-03-22,L1,P004,85,84,1,0
2025-03-22,L2,P005,70,68,1,24
2025-03-22,L2,P006,88,85,2,30
2025-03-22,L2,P007,68,67,1,0
2025-03-22,L2,P008,78,76,1,24
2025-03-22,L3,P009,145,142,2,22
2025-03-22,L3,P010,170,166,4,5
2025-03-22,L3,P011,186,184,2,0
2025-03-22,L3,P012,171,166,5,0
2025-03-22,L3,P013,167,165,1,25
2025-03-22,L3,P014,153,150,2,18
2025-03-22,L4,P015,575,564,4,23
2025-03-22,L4,P016,585,575,10,0
2025-03-22,L4,P017,560,543,8,32
2025-03-22,L4,P018,265,261,1,21
2025-03-22,L4,P019,268,261,6,5
2025-03-22,L4,P020,278,273,1,26
2025-03-22,L5,P021,12,12,0,17
2025-03-22,L5,P022,38,36,1,27
2025-03-22,L5,P023,60,58,1,24
2025-03-22,L5,P024,25,24,1,28
2025-03-22,L5,P025,39,38,1,0
2025-03-23,L1,P001,126,123,2,16
2025-03-23,L1,P002,92,88,1,68
2025-03-23,L1,P003,92,90,1,22
2025-03-23,L1,P004,128,128,0,0
2025-03-23,L2,P005,79,77,2,6
2025-03-23,L2,P006,91,88,2,11
2025-03-23,L2,P007,100,98,1,20
2025-03-23,L2,P008,78,77,1,12
2025-03-23,L3,P009,168,165,1,26
2025-03-23,L3,P010,155,153,2,5
2025-03-23,L3,P011,158,154,3,15
2025-03-23,L3,P012,173,172,1,0
2025-03-23,L3,P013,181,176,4,22
2025-03-23,L3,P014,146,141,3,30
2025-03-23,L4,P015,523,522,1,0
2025-03-23,L4,P016,532,526,3,11
2025-03-23,L4,P017,576,553,12,38
2025-03-23,L4,P018,276,270,4,11
2025-03-23,L4,P019,264,260,4,0
2025-03-23,L4,P020,236,230,3,23
2025-03-23,L5,P021,27,27,0,25
2025-03-23,L5,P022,33,33,0,29
2025-03-23,L5,P023,57,55,1,20
2025-03-23,L5,P024,30,29,0,40
2025-03-23,L5,P025,33,32,1,29
2025-03-24,L1,P001,126,125,1,0
2025-03-24,L1,P002,136,134,2,3
2025-03-24,L1,P003,109,106,1,37
2025-03-24,L1,P004,84,81,1,45
2025-03-24,L2,P005,79,76,1,44
2025-03-24,L2,P006,85,82,2,17
2025-03-24,L2,P007,73,71,1,33
2025-03-24,L2,P008,58,57,1,0
2025-03-24,L3,P009,162,157,2,50
2025-03-24,L3,P010,229,222,5,19
2025-03-24,L3,P011,200,196,2,23
2025-03-24,L3,P012,189,184,4,18
2025-03-24,L3,P013,188,185,3,5
2025-03-24,L3,P014,180,175,3,32
2025-03-24,L4,P015,527,520,6,5
2025-03-24,L4,P016,560,543,8,32
2025-03-24,L4,P017,585,569,11,17
2025-03-24,L4,P018,251,246,4,8
2025-03-24,L4,P019,307,304,1,14
2025-03-24,L4,P020,275,265,5,36
2025-03-24,L5,P021,26,26,0,26
2025-03-24,L5,P022,27,27,0,8
2025-03-24,L5,P023,94,91,1,40
2025-03-24,L5,P024,29,29,0,31
2025-03-24,L5,P025,35,34,1,1
2025-03-25,L1,P001,113,108,3,26
2025-03-25,L1,P002,94,91,2,14
2025-03-25,L1,P003,138,135,2,19
2025-03-25,L1,P004,109,107,2,0
2025-03-25,L2,P005,83,81,1,18
2025-03-25,L2,P006,68,67,0,32
2025-03-25,L2,P007,77,76,1,0
2025-03-25,L2,P008,70,68,1,25
2025-03-25,L3,P009,157,155,2,0
2025-03-25,L3,P010,156,154,2,8
2025-03-25,L3,P011,189,187,1,21
2025-03-25,L3,P012,182,177,3,37
2025-03-25,L3,P013,182,176,4,33
2025-03-25,L3,P014,178,174,3,19
2025-03-25,L4,P015,663,654,8,3
2025-03-25,L4,P016,781,769,3,22
2025-03-25,L4,P017,586,572,14,0
2025-03-25,L4,P018,295,287,4,28
2025-03-25,L4,P019,242,238,1,25
2025-03-25,L4,P020,276,268,4,25
2025-03-25,L5,P021,45,44,1,20
2025-03-25,L5,P022,15,15,0,7
2025-03-25,L5,P023,102,98,2,29
2025-03-25,L5,P024,28,28,0,16
2025-03-25,L5,P025,17,17,0,24
2025-03-26,L1,P001,125,122,3,5
2025-03-26,L1,P002,120,117,2,12
2025-03-26,L1,P003,93,88,3,31
2025-03-26,L1,P004,134,129,3,25
2025-03-26,L2,P005,63,60,1,46
2025-03-26,L2,P006,66,64,1,16
2025-03-26,L2,P007,78,76,1,29
2025-03-26,L2,P008,59,57,1,20
2025-03-26,L3,P009,191,187,3,21
2025-03-26,L3,P010,175,172,2,15
2025-03-26,L3,P011,152,149,2,10
2025-03-26,L3,P012,185,180,4,23
2025-03-26,L3,P013,166,163,2,12
2025-03-26,L3,P014,185,183,1,19
2025-03-26,L4,P015,560,553,4,10
2025-03-26,L4,P016,515,507,7,2
2025-03-26,L4,P017,588,574,7,23
2025-03-26,L4,P018,250,245,5,0
2025-03-26,L4,P019,263,254,5,26
2025-03-26,L4,P020,285,278,4,21
2025-03-26,L5,P021,21,21,0,38
2025-03-26,L5,P022,28,28,0,20
2025-03-26,L5,P023,90,88,2,7
2025-03-26,L5,P024,23,23,0,21
2025-03-26,L5,P025,32,31,0,34
2025-03-27,L1,P001,131,128,2,13
2025-03-27,L1,P002,130,127,1,28
2025-03-27,L1,P003,137,134,2,12
2025-03-27,L1,P004,137,135,1,10
2025-03-27,L2,P005,85,82,2,26
2025-03-27,L2,P006,77,75,1,22
2025-03-27,L2,P007,78,77,0,21
2025-03-27,L2,P008,80,78,2,11
2025-03-27,L3,P009,179,174,3,35
2025-03-27,L3,P010,197,193,4,3
2025-03-27,L3,P011,187,184,3,0
2025-03-27,L3,P012,189,184,4,20
2025-03-27,L3,P013,211,207,3,16
2025-03-27,L3,P014,215,209,2,54
2025-03-27,L4,P015,621,605,14,5
2025-03-27,L4,P016,655,628,10,49
2025-03-27,L4,P017,631,602,16,39
2025-03-27,L4,P018,305,294,6,32
2025-03-27,L4,P019,313,305,5,21
2025-03-27,L4,P020,278,274,4,0
2025-03-27,L5,P021,41,40,1,20
2025-03-27,L5,P022,41,40,0,38
2025-03-27,L5,P023,79,77,2,10
2025-03-27,L5,P024,40,39,1,11
2025-03-27,L5,P025,32,31,1,11
2025-03-28,L1,P001,138,133,3,29
2025-03-28,L1,P002,158,155,2,16
2025-03-28,L1,P003,169,162,2,53
2025-03-28,L1,P004,155,150,3,19
2025-03-28,L2,P005,114,110,3,11
2025-03-28,L2,P006,85,83,1,21
2025-03-28,L2,P007,94,92,2,10
2025-03-28,L2,P008,93,92,1,4
2025-03-28,L3,P009,228,222,5,7
2025-03-28,L3,P010,267,259,5,30
2025-03-28,L3,P011,244,238,5,17
2025-03-28,L3,P012,302,292,8,23
2025-03-28,L3,P013,220,216,4,0
2025-03-28,L3,P014,232,227,5,0
2025-03-28,L4,P015,764,745,16,7
2025-03-28,L4,P016,719,704,11,11
2025-03-28,L4,P017,814,790,15,21
2025-03-28,L4,P018,366,358,4,22
2025-03-28,L4,P019,378,367,7,22
2025-03-28,L4,P020,482,468,7,27
2025-03-28,L5,P021,41,40,1,0
2025-03-28,L5,P022,51,50,1,0
2025-03-28,L5,P023,91,90,0,22
2025-03-28,L5,P024,41,41,0,23
2025-03-28,L5,P025,42,42,0,3
2025-03-29,L1,P001,115,113,2,0
2025-03-29,L1,P002,130,126,2,26
2025-03-29,L1,P003,69,68,1,2
2025-03-29,L1,P004,90,88,1,11
2025-03-29,L2,P005,67,65,1,40
2025-03-29,L2,P006,83,82,1,6
2025-03-29,L2,P007,78,77,0,34
2025-03-29,L2,P008,111,109,2,0
2025-03-29,L3,P009,164,161,2,15
2025-03-29,L3,P010,151,150,1,8
2025-03-29,L3,P011,182,176,4,29
2025-03-29,L3,P012,163,160,3,7
2025-03-29,L3,P013,175,169,4,38
2025-03-29,L3,P014,198,196,1,19
2025-03-29,L4,P015,611,602,7,7
2025-03-29,L4,P016,541,522,5,51
2025-03-29,L4,P017,589,575,4,31
2025-03-29,L4,P018,226,220,3,22
2025-03-29,L4,P019,263,262,1,0
2025-03-29,L4,P020,265,259,4,18
2025-03-29,L5,P021,21,21,0,26
2025-03-29,L5,P022,22,22,0,0
2025-03-29,L5,P023,73,71,1,31
2025-03-29,L5,P024,35,35,0,10
2025-03-29,L5,P025,13,13,0,2
2025-03-30,L1,P001,112,107,3,36
2025-03-30,L1,P002,118,115,1,26
2025-03-30,L1,P003,116,114,1,13
2025-03-30,L1,P004,99,97,1,21
2025-03-30,L2,P005,85,83,1,19
2025-03-30,L2,P006,94,93,1,10
2025-03-30,L2,P007,66,64,1,38
2025-03-30,L2,P008,74,74,0,2
2025-03-30,L3,P009,141,138,2,19
2025-03-30,L3,P010,170,169,0,23
2025-03-30,L3,P011,183,181,2,3
2025-03-30,L3,P012,185,184,1,7
2025-03-30,L3,P013,175,171,2,25
2025-03-30,L3,P014,200,198,1,15
2025-03-30,L4,P015,617,598,7,37
2025-03-30,L4,P016,555,539,9,23
2025-03-30,L4,P017,586,563,9,47
2025-03-30,L4,P018,241,235,3,22
2025-03-30,L4,P019,268,265,3,0
2025-03-30,L4,P020,280,274,4,17
